hallucination_id,question_id,injection_type,trajectory_either,trajectory_judge,stage1_detected,stage4_detected,category,category_judge
FB_001_F18BFC11_H2,FB_001_F18BFC11,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_001_F18BFC11_H1,FB_001_F18BFC11,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_002_42BE1D74_H2,FB_002_42BE1D74,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_002_42BE1D74_H1,FB_002_42BE1D74,dollar_amount,"(np.int64(1), np.int64(1), np.int64(0), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,1,Partially Detected (caught at end),Full Decay (caught→missed)
FB_003_959AE4F2_H3,FB_003_959AE4F2,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_003_959AE4F2_H2,FB_003_959AE4F2,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(0), np.int64(0))",1,1,Always Detected,Never Detected
FB_003_959AE4F2_H1,FB_003_959AE4F2,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_004_FF1B8BC2_H3,FB_004_FF1B8BC2,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_004_FF1B8BC2_H2,FB_004_FF1B8BC2,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_004_FF1B8BC2_H1,FB_004_FF1B8BC2,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_005_FE85BE68_H2,FB_005_FE85BE68,dollar_amount,"(np.int64(0), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(1), np.int64(1))",0,1,Late Detection,Late Detection
FB_005_FE85BE68_H1,FB_005_FE85BE68,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_006_A4622E06_H2,FB_006_A4622E06,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_006_A4622E06_H1,FB_006_A4622E06,dollar_amount,"(np.int64(1), np.int64(1), np.int64(0), np.int64(0))","(np.int64(0), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Never Detected
FB_007_31B558AC_H3,FB_007_31B558AC,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(1))","(np.int64(1), np.int64(0), np.int64(0), np.int64(1))",1,1,Partially Detected (caught at end),Partially Detected (caught at end)
FB_007_31B558AC_H2,FB_007_31B558AC,percentage,"(np.int64(0), np.int64(0), np.int64(0), np.int64(1))","(np.int64(0), np.int64(0), np.int64(0), np.int64(1))",0,1,Late Detection,Late Detection
FB_007_31B558AC_H1,FB_007_31B558AC,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(0), np.int64(1))",1,1,Always Detected,Late Detection
FB_008_77FDE37A_H3,FB_008_77FDE37A,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_008_77FDE37A_H2,FB_008_77FDE37A,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_008_77FDE37A_H1,FB_008_77FDE37A,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_009_ABDB2F6B_H2,FB_009_ABDB2F6B,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_009_ABDB2F6B_H1,FB_009_ABDB2F6B,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_010_CBE1B721_H2,FB_010_CBE1B721,percentage,"(np.int64(1), np.int64(0), np.int64(1), np.int64(0))","(np.int64(1), np.int64(0), np.int64(1), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_010_CBE1B721_H1,FB_010_CBE1B721,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_011_F50BA584_H2,FB_011_F50BA584,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_011_F50BA584_H1,FB_011_F50BA584,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_012_41487F3A_H2,FB_012_41487F3A,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_012_41487F3A_H1,FB_012_41487F3A,percentage,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_013_E5C83D85_H2,FB_013_E5C83D85,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(0))",1,1,Always Detected,Partial Decay
FB_013_E5C83D85_H1,FB_013_E5C83D85,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_014_3C2ED91D_H2,FB_014_3C2ED91D,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_014_3C2ED91D_H1,FB_014_3C2ED91D,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_015_5E139DB3_H2,FB_015_5E139DB3,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(1), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_015_5E139DB3_H1,FB_015_5E139DB3,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(0), np.int64(0))",1,1,Always Detected,Never Detected
FB_017_4ABE7642_H3,FB_017_4ABE7642,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_017_4ABE7642_H2,FB_017_4ABE7642,dollar_amount,"(np.int64(1), np.int64(1), np.int64(0), np.int64(0))","(np.int64(0), np.int64(1), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Partial Decay
FB_017_4ABE7642_H1,FB_017_4ABE7642,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_018_6E9F56BB_H2,FB_018_6E9F56BB,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_018_6E9F56BB_H1,FB_018_6E9F56BB,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_019_A187C1CC_H2,FB_019_A187C1CC,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_019_A187C1CC_H1,FB_019_A187C1CC,dollar_amount,"(np.int64(1), np.int64(1), np.int64(0), np.int64(0))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_020_C68C8862_H2,FB_020_C68C8862,dollar_amount,"(np.int64(1), np.int64(1), np.int64(0), np.int64(0))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_020_C68C8862_H1,FB_020_C68C8862,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_021_8ECDBFF6_H2,FB_021_8ECDBFF6,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_021_8ECDBFF6_H1,FB_021_8ECDBFF6,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_022_466C1ED8_H2,FB_022_466C1ED8,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_022_466C1ED8_H1,FB_022_466C1ED8,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_024_214CEB4C_H3,FB_024_214CEB4C,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_024_214CEB4C_H2,FB_024_214CEB4C,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_024_214CEB4C_H1,FB_024_214CEB4C,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(0), np.int64(1))",1,1,Always Detected,Late Detection
FB_025_E70F40EB_H3,FB_025_E70F40EB,large_number,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_025_E70F40EB_H2,FB_025_E70F40EB,large_number,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_025_E70F40EB_H1,FB_025_E70F40EB,large_number,"(np.int64(1), np.int64(1), np.int64(0), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(1))",1,1,Partially Detected (caught at end),Partially Detected (caught at end)
FB_027_9BE33B25_H3,FB_027_9BE33B25,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_027_9BE33B25_H2,FB_027_9BE33B25,dollar_amount,"(np.int64(1), np.int64(1), np.int64(0), np.int64(0))","(np.int64(0), np.int64(1), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Partial Decay
FB_027_9BE33B25_H1,FB_027_9BE33B25,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_028_C84B8000_H2,FB_028_C84B8000,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(0), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_028_C84B8000_H1,FB_028_C84B8000,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_029_CA5B2B49_H2,FB_029_CA5B2B49,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(1), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_029_CA5B2B49_H1,FB_029_CA5B2B49,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_030_DF79B84F_H2,FB_030_DF79B84F,dollar_amount,"(np.int64(1), np.int64(0), np.int64(1), np.int64(0))","(np.int64(1), np.int64(0), np.int64(1), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_030_DF79B84F_H1,FB_030_DF79B84F,dollar_amount,"(np.int64(1), np.int64(0), np.int64(1), np.int64(0))","(np.int64(1), np.int64(0), np.int64(1), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_031_E5667B37_H3,FB_031_E5667B37,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_031_E5667B37_H2,FB_031_E5667B37,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_031_E5667B37_H1,FB_031_E5667B37,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_032_D18D6021_H2,FB_032_D18D6021,dollar_amount,"(np.int64(1), np.int64(0), np.int64(1), np.int64(0))","(np.int64(1), np.int64(0), np.int64(1), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_032_D18D6021_H1,FB_032_D18D6021,dollar_amount,"(np.int64(1), np.int64(0), np.int64(1), np.int64(0))","(np.int64(1), np.int64(0), np.int64(1), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_033_EE9D3CFB_H3,FB_033_EE9D3CFB,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_033_EE9D3CFB_H2,FB_033_EE9D3CFB,dollar_amount,"(np.int64(1), np.int64(1), np.int64(0), np.int64(0))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_033_EE9D3CFB_H1,FB_033_EE9D3CFB,dollar_amount,"(np.int64(1), np.int64(1), np.int64(0), np.int64(0))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_034_BDBAA961_H3,FB_034_BDBAA961,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(0))",1,1,Always Detected,Partial Decay
FB_034_BDBAA961_H2,FB_034_BDBAA961,percentage,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_034_BDBAA961_H1,FB_034_BDBAA961,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_035_15E1E864_H3,FB_035_15E1E864,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_035_15E1E864_H2,FB_035_15E1E864,large_number,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_035_15E1E864_H1,FB_035_15E1E864,large_number,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_036_47FD0B96_H2,FB_036_47FD0B96,large_number,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_036_47FD0B96_H1,FB_036_47FD0B96,large_number,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_037_CB0A4D6D_H3,FB_037_CB0A4D6D,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(1))","(np.int64(1), np.int64(0), np.int64(0), np.int64(1))",1,1,Partially Detected (caught at end),Partially Detected (caught at end)
FB_037_CB0A4D6D_H2,FB_037_CB0A4D6D,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(1))","(np.int64(1), np.int64(0), np.int64(0), np.int64(1))",1,1,Partially Detected (caught at end),Partially Detected (caught at end)
FB_037_CB0A4D6D_H1,FB_037_CB0A4D6D,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(1))","(np.int64(1), np.int64(0), np.int64(0), np.int64(1))",1,1,Partially Detected (caught at end),Partially Detected (caught at end)
FB_038_9BAA83E2_H2,FB_038_9BAA83E2,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_038_9BAA83E2_H1,FB_038_9BAA83E2,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_039_FDBB6DC2_H3,FB_039_FDBB6DC2,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Partial Decay
FB_039_FDBB6DC2_H2,FB_039_FDBB6DC2,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_039_FDBB6DC2_H1,FB_039_FDBB6DC2,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_040_DBF8FC6A_H2,FB_040_DBF8FC6A,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_040_DBF8FC6A_H1,FB_040_DBF8FC6A,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_041_EB5B1B78_H3,FB_041_EB5B1B78,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_041_EB5B1B78_H2,FB_041_EB5B1B78,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_041_EB5B1B78_H1,FB_041_EB5B1B78,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_042_1741E456_H2,FB_042_1741E456,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(0), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_042_1741E456_H1,FB_042_1741E456,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(0), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_043_1BA81F6A_H3,FB_043_1BA81F6A,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_043_1BA81F6A_H2,FB_043_1BA81F6A,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_043_1BA81F6A_H1,FB_043_1BA81F6A,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(0), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_044_899DEDA7_H3,FB_044_899DEDA7,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_044_899DEDA7_H2,FB_044_899DEDA7,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_044_899DEDA7_H1,FB_044_899DEDA7,dollar_amount,"(np.int64(1), np.int64(1), np.int64(0), np.int64(0))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_045_3960FE69_H2,FB_045_3960FE69,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_045_3960FE69_H1,FB_045_3960FE69,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_046_E323A993_H2,FB_046_E323A993,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_046_E323A993_H1,FB_046_E323A993,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_047_A9C061FE_H3,FB_047_A9C061FE,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_047_A9C061FE_H2,FB_047_A9C061FE,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_047_A9C061FE_H1,FB_047_A9C061FE,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_048_79F71CE3_H3,FB_048_79F71CE3,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(0), np.int64(0))",1,1,Always Detected,Never Detected
FB_048_79F71CE3_H2,FB_048_79F71CE3,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_048_79F71CE3_H1,FB_048_79F71CE3,dollar_amount,"(np.int64(1), np.int64(1), np.int64(0), np.int64(0))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_049_4416C718_H3,FB_049_4416C718,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_049_4416C718_H2,FB_049_4416C718,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_049_4416C718_H1,FB_049_4416C718,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_050_A0B82AEA_H2,FB_050_A0B82AEA,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_050_A0B82AEA_H1,FB_050_A0B82AEA,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_051_091D46D5_H3,FB_051_091D46D5,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_051_091D46D5_H2,FB_051_091D46D5,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_051_091D46D5_H1,FB_051_091D46D5,percentage,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_052_FC76DF78_H3,FB_052_FC76DF78,large_number,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_052_FC76DF78_H2,FB_052_FC76DF78,large_number,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_052_FC76DF78_H1,FB_052_FC76DF78,large_number,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
